"","firm","employee","Executive Investor","Executive Non-Investor","Non-Executive Investor","Non-Executive Non-Investor","Female","Male","White","Black","Asian/Indian","Latino/a","Other Non-White","White & Female","White & Male","Black & Female","Black & Male","Asian/Indian & Female","Asian/Indian & Male","Latina","Latino","Other Non-White & Female","Other Non-White & Male","Size of Most Recent Fund ($MM)","Size of Most Recent Fund ($MM) Grouping","VC Firm","Angel Group","Family Office","Other","Industry Focus - Tech","Industry Focus - Consumer","Industry Focus - General","Industry Focus - Other","Main Focus Midwest?","First Time Fund?","type"
"338","Firm 69","Employee 5",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,0,0,1,0,1,0,"VC Firm"
"339","Firm 69","Employee 6",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,0,0,1,0,1,0,"VC Firm"
"340","Firm 69","Employee 7",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",1,0,0,0,0,0,1,0,1,0,"VC Firm"
"341","Firm 69","Employee 8",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,0,1,0,0,"Angel Group"
"342","Firm 69","Employee 9",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"N/A","N/A",0,1,0,0,0,0,0,1,0,0,"Angel Group"
"343","Firm 70","Employee 1",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"344","Firm 70","Employee 2",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"345","Firm 70","Employee 3",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"346","Firm 70","Employee 4",1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"347","Firm 70","Employee 5",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"348","Firm 70","Employee 6",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"349","Firm 70","Employee 7",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"350","Firm 70","Employee 8",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"351","Firm 70","Employee 9",0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,1,0,1,1,0,1,0,0,"Family Office"
"352","Firm 71","Employee 1",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"175","$100+",1,0,0,0,1,0,0,0,0,1,"VC Firm"
"353","Firm 71","Employee 2",0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"175","$100+",1,0,0,0,1,0,0,0,0,1,"VC Firm"
"354","Firm 71","Employee 3",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"175","$100+",1,0,0,0,1,0,0,0,0,1,"VC Firm"
